,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
858,0,8700,0.0049965,0.113667,0.062752,1.02024,-0.106163,0.219107,0.4963185,-1.279744,-0.6550004,0.001992,1.586086
859,0,8700,0.133993,0.113667,0.062752,0.35948,-0.106163,0.219107,0.4963185,-0.265472,-0.19352,0.1506015,1.586086
860,0,8700,0.133993,0.113667,-0.138124,-0.200102,0.515645,0.219107,0.4963185,-1.279744,0.061716,-0.16008825,1.586086
861,0,8700,0.0049965,0.113667,0.062752,-0.200102,0.515645,0.219107,0.4963185,-1.279744,-0.6550004,0.1506015,1.586086
862,0,8700,0.0049965,0.113667,0.062752,0.35948,-0.106163,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
863,0,8700,0.133993,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,-0.3573535,1.586086
864,0,8700,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
865,0,8700,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.574296,-1.672856,-0.265472,-0.19352,0.1506015,1.586086
866,0,8700,0.133993,0.346419,0.062752,0.35948,-0.106163,0.219107,0.4963185,-1.279744,0.061716,-0.16008825,1.586086
867,1,8800,-0.377842,-4.097494,-0.138124,0.35948,0.515645,0.574296,0.4963185,-0.308073,0.331048,-0.16008825,-1.880533
868,1,8800,0.0049965,-4.097494,0.062752,-0.200102,-0.106163,0.219107,0.0,-1.279744,-0.6550004,0.1506015,-1.880533
869,1,8800,-0.377842,-0.569429,-0.138124,-0.200102,-0.106163,-2.444277,-0.724536,-0.265472,-0.6550004,-1.12374,-1.880533
870,0,8800,0.0049965,0.113667,0.062752,-0.200102,0.515645,0.219107,0.4963185,-1.279744,-0.6550004,0.1506015,1.586086
871,0,8800,0.334598,0.574616,0.062752,0.35948,-0.106163,0.219107,0.4963185,-1.298188,0.061716,0.1506015,1.586086
872,1,8800,0.133993,0.113667,-0.138124,-0.200102,-0.077638,-2.444277,-0.724536,-0.265472,0.061716,0.001992,-1.880533
873,0,8800,-0.377842,-0.569429,-0.138124,0.35948,-0.106163,0.219107,0.4963185,-0.265472,0.061716,0.001992,1.586086
874,0,8800,0.133993,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
875,1,8800,-0.377842,0.113667,0.062752,0.35948,-0.106163,0.219107,0.4963185,-0.265472,0.061716,0.1506015,1.586086
876,1,8800,-0.377842,-0.569429,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,-0.6550004,0.1506015,1.586086
877,0,8800,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,-0.6550004,0.1506015,1.586086
878,1,8800,0.0049965,0.113667,0.062752,-0.200102,-0.077638,0.219107,0.4963185,-0.265472,0.331048,0.1506015,-1.880533
879,0,8800,0.133993,0.113667,-0.138124,-0.200102,0.515645,0.219107,0.4963185,-1.279744,0.061716,-0.16008825,1.586086
880,0,8800,0.334598,0.346419,-0.138124,-0.200102,-0.077638,0.574296,0.4963185,-1.279744,0.061716,-0.16008825,1.586086
881,0,8800,-0.031859,0.113667,0.062752,1.02024,0.515645,0.574296,0.4963185,-0.308073,0.331048,-0.16008825,1.586086
882,0,8800,-0.031859,-0.569429,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
883,0,8800,0.133993,0.113667,0.062752,-0.200102,-0.077638,0.574296,0.4963185,-0.265472,-0.6550004,0.1506015,1.586086
884,0,8800,0.0049965,0.113667,-0.138124,-0.200102,-0.077638,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
885,0,8900,0.133993,0.113667,0.062752,-0.200102,-0.077638,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
886,1,8900,-0.377842,0.113667,0.062752,-0.200102,0.515645,0.219107,-1.672856,-1.279744,0.061716,0.001992,-1.880533
887,0,8900,0.133993,0.346419,-0.138124,0.35948,0.515645,0.219107,0.4963185,-1.279744,-0.19352,-0.16008825,1.586086
888,0,8900,0.0049965,0.346419,0.062752,-0.654481,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
889,0,8900,0.133993,0.113667,0.062752,1.02024,-0.077638,0.219107,0.4963185,-0.265472,0.061716,0.1506015,1.586086
890,0,8900,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-1.279744,0.061716,0.1506015,1.586086
891,1,8900,0.133993,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,-0.6550004,0.1506015,1.586086
892,0,8900,0.0049965,0.113667,0.062752,0.35948,-0.106163,0.219107,0.4963185,-0.265472,-0.19352,0.1506015,1.586086
893,1,8900,0.0049965,0.346419,-0.138124,0.35948,-0.077638,0.219107,0.0,-0.265472,0.331048,-0.16008825,-1.880533
894,1,8900,0.133993,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-1.298188,0.331048,0.1506015,1.586086
895,1,8900,0.334598,0.16817,-0.138124,0.35948,-0.077638,0.219107,-1.18153,-0.265472,0.331048,0.1506015,1.586086
896,1,8900,-0.031859,0.16817,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,-0.6550004,0.1506015,1.586086
897,0,8900,-0.031859,-0.569429,-0.138124,-0.200102,0.515645,0.574296,-0.724536,-0.265472,0.331048,0.1506015,1.586086
898,0,8900,-0.031859,-0.569429,-0.138124,-0.200102,0.515645,0.574296,0.4963185,-0.265472,0.331048,-0.3573535,1.586086
899,1,8900,0.133993,0.113667,0.062752,0.35948,-0.077638,-0.937529,-0.724536,-1.279744,0.331048,0.001992,-1.880533
900,0,8900,0.133993,0.346419,0.062752,0.35948,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
901,0,9000,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.061716,0.1506015,1.586086
902,0,9000,0.133993,0.346419,0.062752,0.35948,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
903,0,9000,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.574296,-1.672856,-0.265472,-0.19352,0.1506015,1.586086
904,0,9000,0.133993,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,-0.19352,0.1506015,1.586086
905,1,9000,0.334598,0.346419,-0.138124,-0.200102,-0.106163,1.441137,-1.18153,-0.265472,1.4814455,0.1506015,1.586086
906,0,9000,0.133993,0.113667,-0.138124,-0.200102,0.515645,0.219107,0.4963185,-1.279744,0.061716,-0.16008825,1.586086
907,0,9000,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
908,0,9000,0.0049965,0.113667,0.062752,-0.200102,0.515645,0.219107,0.4963185,-1.279744,-0.19352,0.1506015,1.586086
909,0,9000,0.334598,0.346419,-0.138124,-0.200102,-0.106163,0.574296,0.4963185,-1.279744,0.061716,-0.16008825,0.192021
910,1,9000,0.0049965,0.113667,0.062752,0.35948,-0.106163,0.219107,-0.724536,-0.265472,0.331048,-0.3573535,1.586086
911,0,9000,-0.377842,-0.569429,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
912,0,9000,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.219107,-0.724536,-0.265472,-0.19352,0.1506015,1.586086
913,1,9000,0.0049965,0.113667,0.062752,-0.654481,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
914,0,9000,-0.377842,0.113667,0.062752,0.35948,-0.077638,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
915,1,9000,-0.377842,-0.569429,0.062752,-0.200102,-0.077638,0.219107,0.4963185,-0.265472,0.331048,0.1506015,-1.880533
916,1,9000,0.334598,0.346419,0.062752,0.35948,-0.106163,0.219107,0.4963185,-1.298188,0.061716,-1.12374,-1.880533
917,0,9000,0.133993,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,-0.19352,0.001992,-1.880533
918,0,9000,0.133993,0.346419,0.062752,-0.200102,-0.077638,0.219107,0.4963185,-1.279744,0.331048,0.1506015,-1.880533
919,0,9000,-0.031859,0.113667,-0.138124,-0.200102,0.515645,0.219107,0.4963185,-1.279744,0.331048,-0.3573535,-1.880533
920,0,9000,0.0049965,0.346419,0.062752,0.35948,-0.106163,0.219107,-0.724536,-1.279744,0.331048,0.1506015,-1.880533
921,0,9000,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.574296,0.4963185,-0.265472,0.331048,0.1506015,-1.880533
922,0,9000,0.334598,0.346419,0.062752,-0.200102,-0.077638,0.219107,-1.18153,-1.279744,-0.19352,0.1506015,-1.880533
923,0,9000,0.334598,0.346419,0.062752,0.35948,-0.106163,0.219107,0.4963185,-0.265472,0.061716,0.1506015,-1.880533
924,0,9000,-0.377842,0.113667,0.062752,-0.200102,0.158119,0.219107,0.4963185,-1.279744,0.331048,0.1506015,-1.880533
925,1,9000,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.219107,-1.672856,-0.265472,-0.6550004,0.1506015,-1.880533
926,1,9000,-0.377842,-0.569429,-0.138124,-0.200102,0.515645,0.219107,-1.18153,-0.265472,-0.6550004,0.1506015,1.586086
927,0,9000,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
928,1,9000,-0.377842,0.113667,-0.138124,0.35948,-0.106163,0.574296,0.4963185,-0.308073,0.331048,-0.16008825,0.192021
929,0,9000,0.334598,0.574616,0.062752,0.35948,-0.106163,0.219107,0.4963185,-0.265472,0.061716,0.1506015,1.586086
930,0,9000,0.0049965,0.113667,0.062752,0.35948,-0.106163,0.219107,0.4963185,-0.265472,0.061716,0.1506015,1.586086
931,0,9000,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.574296,0.4963185,-0.265472,0.331048,0.1506015,1.586086
932,0,9000,-0.377842,-0.569429,0.062752,1.02024,0.515645,0.574296,0.4963185,-0.308073,0.331048,-0.16008825,1.586086
933,0,9000,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,-0.6550004,0.001992,1.586086
934,0,9100,-0.031859,-0.569429,0.062752,1.02024,0.515645,0.574296,0.4963185,-0.308073,0.331048,-0.16008825,1.586086
935,0,9100,0.133993,0.113667,-0.138124,-0.200102,0.515645,0.219107,0.4963185,-1.279744,0.061716,-0.16008825,1.586086
936,0,9100,0.0049965,0.113667,0.062752,-0.200102,-0.077638,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
937,1,9100,-0.377842,-0.569429,0.062752,-0.200102,-0.106163,0.219107,-0.724536,-0.265472,-0.6550004,-0.3573535,1.586086
938,0,9100,0.0049965,0.113667,-0.138124,-0.200102,0.515645,-0.937529,-0.724536,-1.279744,0.061716,0.1506015,1.586086
939,0,9100,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.574296,-1.672856,-0.265472,-0.6550004,0.1506015,1.586086
940,1,9100,-0.031859,-0.569429,-0.138124,-0.200102,0.515645,0.219107,0.4963185,-1.298188,0.061716,-1.12374,-1.880533
941,1,9100,0.133993,0.113667,0.062752,-0.654481,-0.106163,0.219107,0.4963185,-1.279744,-0.6550004,-0.16008825,-1.880533
942,1,9100,-0.377842,-0.569429,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,-0.6550004,0.001992,1.586086
943,0,9100,-0.377842,-0.569429,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-1.298188,1.4814455,-0.3573535,1.586086
944,0,9100,0.133993,0.113667,-0.138124,-0.200102,-0.106163,0.219107,-1.18153,-0.265472,0.331048,0.1506015,1.586086
945,0,9100,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,-0.6550004,0.001992,1.586086
946,0,9100,-0.031859,0.113667,0.062752,1.02024,0.515645,0.574296,0.4963185,-0.308073,0.331048,-0.16008825,1.586086
947,0,9100,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,-0.6550004,0.001992,0.192021
948,0,9100,0.133993,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
949,0,9100,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,-0.724536,-1.279744,0.061716,0.1506015,1.586086
950,0,9100,0.0049965,0.113667,-0.138124,-0.200102,-0.077638,0.219107,0.4963185,-1.279744,0.061716,0.1506015,1.586086
951,0,9200,0.133993,0.346419,0.062752,-0.200102,-0.077638,0.574296,0.4963185,-0.265472,-0.6550004,0.1506015,1.586086
952,0,9200,0.334598,0.346419,-0.138124,0.35948,0.515645,0.219107,0.4963185,-0.265472,0.061716,0.1506015,1.586086
953,0,9200,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,-0.724536,-1.279744,-0.19352,0.1506015,1.586086
954,0,9200,-0.377842,-0.569429,0.062752,-0.200102,-0.106163,-0.937529,0.4963185,-1.298188,1.4814455,-0.3573535,1.586086
955,0,9200,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-1.279744,-0.19352,0.1506015,-1.880533
956,1,9200,0.133993,0.113667,0.062752,-0.200102,-0.077638,0.219107,0.4963185,-0.265472,-0.19352,0.1506015,-1.880533
957,1,9200,0.133993,0.113667,0.062752,0.35948,0.515645,0.219107,0.4963185,-0.265472,-0.19352,0.1506015,-1.880533
958,0,9200,0.133993,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
959,0,9200,0.0049965,0.113667,0.062752,-0.200102,-0.077638,0.219107,0.4963185,-0.265472,0.061716,0.1506015,1.586086
960,0,9200,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.219107,-0.724536,-0.265472,-0.19352,0.1506015,1.586086
961,0,9200,0.0049965,0.113667,0.062752,-0.200102,-0.077638,0.219107,-1.672856,-1.279744,0.331048,-0.16008825,1.586086
962,0,9200,0.133993,0.113667,0.062752,1.02024,-0.106163,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
963,0,9300,0.133993,0.346419,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,-0.19352,0.1506015,1.586086
964,0,9300,0.133993,0.346419,0.062752,0.35948,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
965,0,9300,-0.377842,0.113667,0.062752,-0.200102,0.158119,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
966,0,9300,0.133993,0.346419,0.062752,0.35948,-0.106163,0.219107,0.4963185,-1.279744,0.331048,-0.16008825,1.586086
967,0,9300,-0.031859,0.113667,-0.138124,-0.200102,-0.077638,-0.937529,0.4963185,-1.279744,-0.19352,0.1506015,1.586086
968,0,9300,0.133993,0.113667,0.062752,0.35948,-0.077638,0.219107,0.4963185,-0.265472,0.331048,0.1506015,0.192021
969,0,9300,-0.031859,-0.569429,-0.138124,-0.200102,0.515645,0.574296,0.4963185,-0.265472,0.331048,-0.3573535,1.586086
970,0,9300,0.133993,0.346419,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,-0.19352,0.001992,0.192021
971,0,9300,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
972,0,9300,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,-0.724536,-1.279744,0.061716,0.1506015,1.586086
973,0,9300,-0.031859,-0.569429,-0.138124,-0.200102,0.515645,0.574296,0.4963185,-1.279744,0.331048,0.1506015,1.586086
974,0,9300,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.574296,0.4963185,-0.265472,0.331048,0.1506015,0.192021
975,0,9300,-0.377842,0.113667,0.062752,0.35948,-0.106163,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
976,1,9300,0.334598,0.346419,0.062752,0.35948,-0.106163,0.219107,0.4963185,-1.298188,0.061716,-1.12374,1.586086
977,1,9300,0.133993,0.346419,0.062752,-0.200102,-0.077638,0.219107,-1.18153,-0.265472,-0.6550004,0.1506015,-1.880533
978,1,9300,-0.377842,-0.569429,0.062752,0.35948,-0.106163,-0.937529,-0.724536,-0.265472,-0.19352,0.1506015,-1.880533
979,0,9300,-0.377842,-0.569429,0.062752,-0.200102,-0.106163,0.574296,0.4963185,-0.308073,0.331048,-0.16008825,-1.880533
980,0,9300,0.0049965,0.113667,-0.138124,0.35948,-0.077638,-2.444277,-0.724536,-1.279744,-0.19352,0.1506015,-1.880533
981,0,9300,-0.031859,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-1.279744,-0.19352,0.1506015,1.586086
982,0,9300,0.133993,0.346419,0.062752,-0.200102,-0.106163,-2.444277,0.4963185,-0.308073,0.331048,-1.12374,1.586086
983,0,9300,0.0049965,0.113667,0.062752,-0.200102,0.515645,0.219107,0.4963185,-1.279744,-0.6550004,0.1506015,0.192021
984,1,9300,-0.377842,0.113667,0.062752,-0.200102,-0.077638,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
985,0,9300,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,-1.18153,-0.265472,0.331048,0.1506015,1.586086
986,0,9300,-0.031859,-0.569429,-0.138124,-0.200102,0.515645,0.574296,0.4963185,-1.279744,0.331048,0.1506015,1.586086
987,0,9300,-0.377842,-0.569429,0.062752,-0.200102,-0.106163,0.574296,0.4963185,-0.308073,0.331048,-0.16008825,1.586086
988,0,9300,0.0049965,0.346419,0.062752,-0.200102,-0.077638,0.219107,-0.724536,-1.279744,0.061716,0.1506015,1.586086
989,0,9400,0.0049965,0.113667,0.062752,0.35948,-0.106163,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
990,0,9400,0.0049965,0.113667,0.062752,-0.200102,-0.077638,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
991,0,9400,-0.031859,-0.569429,-0.138124,-0.200102,0.515645,0.574296,0.4963185,-0.265472,0.331048,-0.3573535,1.586086
992,0,9400,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.001992,1.586086
993,1,9400,0.0049965,0.113667,-0.138124,0.35948,-0.106163,-0.937529,0.4963185,-0.265472,-0.6550004,0.1506015,1.586086
994,0,9400,0.334598,0.346419,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,-0.19352,0.001992,1.586086
995,0,9400,0.0049965,0.113667,0.062752,1.02024,-0.077638,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
996,0,9400,0.133993,0.346419,-0.138124,0.35948,0.515645,0.219107,0.4963185,-1.279744,0.061716,-0.16008825,1.586086
997,0,9400,0.133993,0.113667,-0.138124,-0.200102,0.515645,0.219107,0.4963185,-1.279744,0.331048,-0.16008825,1.586086
998,0,9400,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-1.279744,-0.19352,0.1506015,-1.880533
999,0,9400,-0.377842,-0.569429,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,-1.12374,-1.880533
1000,0,9400,-0.031859,-0.569429,-0.138124,0.35948,-0.077638,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
1001,0,9400,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.219107,-1.18153,-0.265472,-0.19352,0.1506015,1.586086
1002,0,9400,0.0049965,0.346419,0.062752,-0.654481,-0.106163,0.219107,-0.724536,-1.279744,0.331048,0.1506015,1.586086
1003,0,9400,0.334598,0.16817,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
1004,0,9400,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,-0.6550004,0.1506015,1.586086
1005,0,9400,0.0049965,0.113667,-0.138124,0.35948,-0.077638,1.441137,0.4963185,-1.279744,-0.19352,0.1506015,1.586086
1006,0,9400,0.133993,0.346419,-0.138124,0.35948,0.158119,0.219107,0.4963185,-1.279744,-0.19352,-0.16008825,1.586086
1007,0,9400,0.334598,0.346419,0.062752,-0.200102,-0.106163,-2.444277,0.4963185,-0.308073,0.331048,-1.12374,1.586086
1008,0,9400,0.133993,0.346419,0.062752,-0.200102,-0.077638,0.574296,0.4963185,-0.265472,-0.6550004,0.1506015,1.586086
1009,0,9400,0.133993,0.346419,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.061716,0.1506015,1.586086
1010,0,9400,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.574296,0.4963185,-0.265472,0.331048,0.1506015,0.192021
1011,0,9400,0.0049965,0.113667,-0.138124,-0.200102,-0.077638,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
1012,0,9400,0.334598,0.346419,0.062752,0.35948,-0.106163,0.219107,0.4963185,-0.265472,0.061716,0.1506015,1.586086
1013,0,9400,0.0049965,0.113667,0.062752,-0.200102,0.515645,0.219107,0.4963185,-1.279744,-0.6550004,0.1506015,1.586086
1014,0,9400,0.133993,0.346419,0.062752,0.35948,-0.106163,0.219107,0.4963185,-1.279744,0.331048,-0.16008825,1.586086
1015,0,9400,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.001992,1.586086
1016,0,9400,0.0049965,0.346419,0.062752,-0.200102,-0.077638,0.219107,-1.18153,-1.279744,-0.19352,0.1506015,1.586086
1017,1,9500,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,1.4814455,0.1506015,-1.880533
1018,1,9500,-0.377842,-0.569429,0.062752,0.35948,-0.106163,0.219107,0.4963185,-0.265472,0.331048,-0.3573535,1.586086
1019,0,9500,0.0049965,0.346419,0.062752,-0.654481,-0.106163,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
1020,0,9500,-0.377842,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.061716,0.1506015,1.586086
1021,0,9500,-0.377842,-0.569429,-0.138124,0.35948,-0.106163,0.219107,0.4963185,-0.265472,0.061716,0.001992,1.586086
1022,0,9500,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
1023,0,9500,0.334598,0.16817,-0.138124,0.35948,-0.077638,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
1024,0,9500,0.0049965,0.113667,0.062752,-0.200102,-0.077638,0.219107,-1.672856,-1.279744,0.331048,-0.16008825,1.586086
1025,0,9500,0.133993,0.113667,0.062752,0.35948,-0.106163,0.219107,-0.724536,-1.279744,0.061716,0.1506015,-1.880533
1026,0,9500,-0.377842,0.113667,0.062752,-0.200102,-0.077638,0.219107,0.4963185,-1.279744,0.331048,0.001992,1.586086
1027,0,9500,-0.377842,-0.569429,-0.138124,-0.200102,-0.077638,0.219107,0.4963185,-0.265472,0.061716,0.1506015,-1.880533
1028,0,9500,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,-0.3573535,1.586086
1029,0,9500,0.0049965,0.113667,0.062752,1.02024,-0.077638,0.219107,0.4963185,-0.265472,0.061716,0.1506015,1.586086
1030,0,9500,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,-0.937529,0.4963185,-0.265472,0.331048,0.1506015,1.586086
1031,0,9500,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.574296,-1.672856,-0.265472,0.061716,0.1506015,1.586086
1032,1,9500,0.0049965,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
1033,0,9500,0.133993,0.113667,0.062752,0.35948,-0.106163,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
1034,1,9500,-0.031859,-0.569429,-0.138124,-0.200102,-0.077638,0.219107,0.4963185,-1.298188,0.061716,-1.12374,-1.880533
1035,0,9600,0.133993,0.113667,0.062752,-0.200102,-0.106163,0.219107,-1.18153,-0.265472,-0.19352,0.1506015,1.586086
1036,0,9600,0.0049965,0.113667,0.062752,-0.200102,-0.077638,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
1037,0,9600,0.133993,0.113667,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.001992,1.586086
1038,0,9600,0.0049965,0.113667,0.062752,0.35948,-0.106163,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
1039,0,9600,0.334598,0.574616,-0.138124,-0.654481,-0.077638,0.219107,0.4963185,-1.298188,0.331048,-0.3573535,1.586086
1040,0,9600,0.133993,0.346419,-0.138124,-0.200102,-0.106163,0.219107,-0.724536,-1.279744,0.331048,0.001992,1.586086
1041,1,9600,0.0049965,0.346419,-0.138124,0.35948,-0.106163,-0.937529,-1.672856,-1.279744,0.331048,0.001992,1.586086
1042,0,9600,-0.031859,0.113667,-0.138124,-0.200102,0.515645,0.219107,0.4963185,-1.279744,0.331048,-0.3573535,1.586086
1043,0,9600,0.133993,0.346419,-0.138124,0.35948,-0.106163,0.219107,-0.724536,-0.265472,0.061716,0.001992,-1.880533
1044,0,9600,0.0049965,0.113667,0.062752,-0.200102,-0.077638,0.219107,-1.672856,-1.279744,0.331048,-0.16008825,1.586086
1045,0,9600,0.0049965,0.113667,0.062752,-0.200102,-0.077638,0.219107,-1.672856,-1.279744,0.331048,-0.16008825,1.586086
1046,0,9600,0.0049965,0.113667,0.062752,0.35948,-0.106163,0.219107,0.4963185,-1.279744,0.061716,0.1506015,1.586086
1047,0,9600,-0.031859,0.113667,0.062752,1.02024,0.515645,0.574296,0.4963185,-0.308073,0.331048,-0.16008825,1.586086
1048,1,9600,-0.377842,-0.569429,0.062752,-0.200102,-0.077638,0.219107,-1.672856,-0.265472,0.331048,0.1506015,-1.880533
1049,0,9600,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
1050,0,9600,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.219107,-0.724536,-0.265472,0.331048,0.1506015,1.586086
1051,0,9600,0.133993,0.346419,-0.138124,-0.200102,-0.106163,0.219107,0.4963185,-1.279744,0.331048,0.001992,1.586086
1052,0,9600,0.0049965,-0.569429,-0.138124,-0.200102,0.515645,0.219107,-0.724536,-1.279744,0.331048,0.1506015,1.586086
1053,0,9700,0.133993,0.113667,0.062752,0.35948,-0.077638,0.219107,0.4963185,-0.265472,0.331048,-0.3573535,1.586086
1054,0,9700,-0.377842,0.113667,0.062752,-0.200102,0.158119,0.219107,0.4963185,-1.279744,0.331048,0.1506015,1.586086
1055,0,9700,0.0049965,0.113667,0.062752,-0.200102,-0.106163,0.219107,0.4963185,-0.265472,0.331048,0.1506015,1.586086
1056,0,9700,0.0049965,0.113667,0.062752,0.35948,-0.106163,0.219107,0.4963185,-0.265472,-0.6550004,0.1506015,1.586086
1057,0,9700,0.334598,0.346419,0.062752,-0.200102,-0.077638,0.219107,-1.18153,-1.279744,-0.19352,0.1506015,1.586086
1058,0,9700,-0.031859,0.113667,-0.138124,-0.200102,0.515645,0.219107,0.4963185,-1.279744,0.331048,-0.3573535,1.586086
1059,0,9700,-0.377842,0.113667,-0.138124,0.35948,0.515645,0.219107,0.4963185,-1.279744,0.061716,0.1506015,0.192021
